Dist Code,Year,State Code,State,District,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
183,2008,4,Haryana,Ambala,90368,77.04,322.74,193.51,22054,18.8,78.76,47.22,4883,4.16,17.44,10.46,117305,418.95,251.19
183,2009,4,Haryana,Ambala,96393,69.2,327.87,208.64,32871,23.6,111.81,71.15,10033,7.2,34.13,21.72,139297,473.8,301.51
183,2010,4,Haryana,Ambala,92279,70.1,361.2,202.23,30941,23.5,121.11,67.81,8426,6.4,32.98,18.47,131646,515.29,288.5
183,2011,4,Haryana,Ambala,92409,72.69,359.57,200.45,29569,23.26,115.05,64.14,5151,4.05,20.04,11.17,127129,494.67,275.77
183,2012,4,Haryana,Ambala,93389,77.67,365.59,202.29,24955,20.76,97.69,54.06,1887,1.57,7.39,4.09,120231,470.66,260.44
183,2013,4,Haryana,Ambala,89711,83.21,350.8,199.21,16241,15.06,63.51,36.06,1863,1.73,7.29,4.14,107815,421.6,239.41
183,2014,4,Haryana,Ambala,90036,77.44,353.87,194.84,21102,18.15,82.94,45.66,5127,4.41,20.15,11.09,116266,456.97,251.6
183,2015,4,Haryana,Ambala,121887,77.8,485.61,264.97,31157,19.89,124.13,67.73,3624,2.31,14.44,7.88,156668,624.18,340.58
183,2016,4,Haryana,Ambala,109901,74.15,459.84,243.14,29348,19.8,122.79,64.93,8971,6.05,37.54,19.85,148220,620.17,327.92
183,2017,4,Haryana,Ambala,110935,78.43,464.16,240.12,24676,17.45,103.25,53.41,5835,4.13,24.41,12.63,141446,591.82,306.16
184,2000,4,Haryana,Karnal,230170,78.69,387.79,202.85,58566,20.02,98.67,51.62,3775,1.29,6.36,3.33,292511,492.82,257.8
184,2001,4,Haryana,Karnal,235090,77.33,390.81,204.22,65142,21.43,108.29,56.59,3779,1.24,6.28,3.28,304011,505.39,264.1
184,2002,4,Haryana,Karnal,214102,76.46,363.78,187.6,62744,22.41,106.61,54.98,3177,1.13,5.4,2.78,280024,475.79,245.36
184,2003,4,Haryana,Karnal,242911,77.74,403.82,210.3,64609,20.68,107.41,55.94,4927,1.58,8.19,4.27,312447,519.41,270.5
184,2004,4,Haryana,Karnal,244672,77.42,407.28,211.01,64924,20.54,108.07,55.99,6420,2.03,10.69,5.54,316016,526.04,272.54
184,2005,4,Haryana,Karnal,257870,76.84,425.31,222.54,67798,20.2,111.82,58.51,9909,2.95,16.34,8.55,335577,553.47,289.6
184,2006,4,Haryana,Karnal,250207,79.65,411.77,218.69,58160,18.51,95.71,50.83,5760,1.83,9.48,5.03,314126,516.96,274.55
184,2007,4,Haryana,Karnal,254240,78.46,416.35,218.72,62403,19.26,102.19,53.68,7381,2.28,12.09,6.35,324023,530.63,278.75
184,2008,4,Haryana,Karnal,246545,73.53,411.15,209.7,77296,23.05,128.9,65.74,11448,3.41,19.09,9.74,335289,559.15,285.18
184,2009,4,Haryana,Karnal,244767,73.06,381.47,208.74,75208,22.45,117.21,64.14,15046,4.49,23.45,12.83,335021,522.13,285.71
184,2010,4,Haryana,Karnal,245049,73.94,400.62,209.78,74922,22.61,122.49,64.14,11459,3.46,18.73,9.81,331430,541.84,283.73
184,2011,4,Haryana,Karnal,250720,73.28,415.22,215.84,83119,24.29,137.65,71.56,8285,2.42,13.72,7.13,342123,566.6,294.53
184,2012,4,Haryana,Karnal,258655,78.24,428.32,223.16,66836,20.22,110.68,57.66,5119,1.55,8.48,4.42,330609,547.47,285.24
184,2013,4,Haryana,Karnal,255873,86.68,430.22,222.08,35336,11.97,59.41,30.67,3970,1.34,6.67,3.45,295178,496.3,256.19
184,2014,4,Haryana,Karnal,266794,81.18,444.23,231.27,54182,16.49,90.22,46.97,7679,2.34,12.79,6.66,328654,547.23,284.89
184,2015,4,Haryana,Karnal,277673,81.74,463.2,242.5,57051,16.79,95.17,49.82,4968,1.46,8.29,4.34,339691,566.66,296.66
184,2016,4,Haryana,Karnal,248706,79.87,404.1,211.74,55237,17.74,89.75,47.03,7435,2.39,12.08,6.33,311376,505.92,265.09
184,2017,4,Haryana,Karnal,269227,80.94,448.52,230.1,53753,16.16,89.55,45.94,9657,2.9,16.09,8.25,332638,554.16,284.29
186,2000,4,Haryana,Rohtak,90016,74.71,188.32,119.61,29863,24.78,62.48,39.68,610,0.51,1.28,0.81,120490,252.08,160.1
186,2001,4,Haryana,Rohtak,95669,71.8,200.04,122.47,37014,27.78,77.39,47.38,568,0.43,1.19,0.73,133250,278.62,170.59
186,2002,4,Haryana,Rohtak,87847,72.05,183.3,119.44,33347,27.35,69.58,45.34,725,0.59,1.51,0.99,121919,254.4,165.77
186,2003,4,Haryana,Rohtak,92841,71.37,201.49,123.42,35890,27.59,77.89,47.71,1362,1.05,2.95,1.81,130092,282.34,172.93
186,2004,4,Haryana,Rohtak,94844,71.71,206.38,125,35917,27.16,78.15,47.34,1504,1.14,3.27,1.98,132264,287.8,174.32
186,2005,4,Haryana,Rohtak,104255,72.92,223.83,133.54,36300,25.39,77.94,46.5,2412,1.69,5.18,3.09,142967,306.95,183.12
186,2006,4,Haryana,Rohtak,111049,75.12,234.5,143.99,35629,24.1,75.24,46.2,1154,0.78,2.44,1.5,147832,312.17,191.69
186,2007,4,Haryana,Rohtak,110477,75.14,232.4,141.48,35036,23.83,73.7,44.87,1506,1.02,3.17,1.93,147019,309.27,188.28
186,2008,4,Haryana,Rohtak,113313,71.17,237.93,141.71,44109,27.7,92.62,55.16,1790,1.12,3.76,2.24,159213,334.31,199.11
186,2009,4,Haryana,Rohtak,117969,70.35,227.67,151.64,45232,26.97,87.29,58.14,4483,2.67,8.65,5.76,167684,323.61,215.54
186,2010,4,Haryana,Rohtak,120893,71.3,258.22,150.22,45538,26.86,97.27,56.58,3124,1.84,6.67,3.88,169555,362.16,210.68
186,2011,4,Haryana,Rohtak,120192,69.14,261.64,149.8,51690,29.74,112.52,64.42,1955,1.12,4.26,2.44,173837,378.42,216.66
186,2012,4,Haryana,Rohtak,121729,76.75,274.08,159.84,36195,22.82,81.49,47.53,681,0.43,1.53,0.89,158606,357.11,208.26
186,2013,4,Haryana,Rohtak,108088,80.34,244.29,138.42,25187,18.72,56.93,32.26,1266,0.94,2.86,1.62,134541,304.08,172.3
186,2014,4,Haryana,Rohtak,118240,78.34,265.16,153.35,29902,19.81,67.06,38.78,2792,1.85,6.26,3.62,150936,338.48,195.75
186,2015,4,Haryana,Rohtak,119515,76.41,268.95,150.13,33760,21.59,75.97,42.41,3129,2,7.04,3.93,156403,351.96,196.46
186,2016,4,Haryana,Rohtak,118038,75.29,258.64,155.75,35178,22.44,77.08,46.42,3562,2.27,7.81,4.7,156777,343.52,206.87
186,2017,4,Haryana,Rohtak,119225,77.46,267.09,146.88,31168,20.25,69.82,38.4,3532,2.29,7.91,4.35,153925,344.83,189.62
189,2000,12,Uttar Pradesh,Saharanpur,76084,77.53,192.94,125.31,17982,18.32,45.6,29.62,4068,4.15,10.32,6.7,98134,248.86,161.63
189,2001,12,Uttar Pradesh,Saharanpur,79355,77.53,200.81,132.53,18839,18.41,47.67,31.46,4160,4.06,10.53,6.95,102354,259.01,170.95
189,2002,12,Uttar Pradesh,Saharanpur,101065,79.57,256.58,171.18,19720,15.53,50.06,33.4,6226,4.9,15.81,10.55,127011,322.45,215.13
189,2003,12,Uttar Pradesh,Saharanpur,72613,72.97,183.69,120.63,19901,20,50.34,33.06,6993,7.03,17.69,11.62,99507,251.73,165.31
189,2004,12,Uttar Pradesh,Saharanpur,72003,73.73,182.58,120.53,17864,18.29,45.3,29.9,7785,7.97,19.74,13.03,97652,247.62,163.47
189,2005,12,Uttar Pradesh,Saharanpur,78933,71.84,200.04,134.82,21722,19.77,55.05,37.1,9218,8.39,23.36,15.74,109873,278.45,187.66
189,2006,12,Uttar Pradesh,Saharanpur,87918,74.17,222.47,153.6,23035,19.43,58.29,40.24,7576,6.39,19.17,13.24,118529,299.93,207.08
189,2007,12,Uttar Pradesh,Saharanpur,73587,78.06,187.08,128.79,17130,18.17,43.55,29.98,3555,3.77,9.04,6.22,94272,239.67,164.99
189,2008,12,Uttar Pradesh,Saharanpur,73881,75.96,187.83,127.16,18628,19.15,47.36,32.06,4760,4.89,12.1,8.19,97269,247.3,167.41
189,2009,12,Uttar Pradesh,Saharanpur,75223,70.87,190.97,128.04,23870,22.49,60.6,40.63,7047,6.64,17.89,12,106141,269.46,180.67
189,2010,12,Uttar Pradesh,Saharanpur,61126,69.38,155.69,105,21461,24.36,54.66,36.87,5515,6.26,14.05,9.47,88102,224.4,151.34
189,2011,12,Uttar Pradesh,Saharanpur,79928,78.78,203.4,138.67,17827,17.57,45.37,30.93,3697,3.64,9.41,6.41,101452,258.17,176.02
189,2012,12,Uttar Pradesh,Saharanpur,95133,75.67,242.35,165.78,26555,21.12,67.65,46.28,4035,3.21,10.28,7.03,125723,320.27,219.09
189,2013,12,Uttar Pradesh,Saharanpur,82281,79.21,211.17,144.29,19025,18.32,48.83,33.36,2570,2.47,6.6,4.51,103876,266.59,182.16
189,2014,12,Uttar Pradesh,Saharanpur,88085,74.39,227.25,151.85,25631,21.65,66.13,44.19,4699,3.97,12.12,8.1,118414,305.5,204.14
189,2015,12,Uttar Pradesh,Saharanpur,80946,71.44,211.54,137.22,26924,23.76,70.36,45.64,5438,4.8,14.21,9.22,113308,296.11,192.08
189,2016,12,Uttar Pradesh,Saharanpur,80550,68.21,210.41,134.13,30668,25.97,80.11,51.07,6868,5.82,17.94,11.44,118085,308.46,196.64
189,2017,12,Uttar Pradesh,Saharanpur,74705,73.66,654.6,466.66,22791,22.47,199.7,142.37,3929,3.87,34.43,24.54,101425,888.73,633.57
190,2000,12,Uttar Pradesh,Muzaffarnagar,88594,82.88,271.31,178.85,16923,15.83,51.83,34.16,1379,1.29,4.22,2.78,106896,327.36,215.79
190,2001,12,Uttar Pradesh,Muzaffarnagar,89404,80.94,274.37,183.02,19066,17.26,58.51,39.03,1986,1.8,6.09,4.07,110456,338.98,226.12
190,2002,12,Uttar Pradesh,Muzaffarnagar,75645,76.57,232.52,164,20614,20.87,63.37,44.69,2532,2.56,7.78,5.49,98791,303.67,214.19
190,2003,12,Uttar Pradesh,Muzaffarnagar,83102,79.3,254.8,174.05,18842,17.98,57.77,39.46,2856,2.73,8.76,5.98,104800,321.32,219.49
190,2004,12,Uttar Pradesh,Muzaffarnagar,83707,79.83,256.83,172.36,17735,16.91,54.41,36.52,3417,3.26,10.48,7.04,104859,321.72,215.91
190,2005,12,Uttar Pradesh,Muzaffarnagar,85216,78.42,260.38,178.08,19692,18.12,60.17,41.15,3765,3.46,11.5,7.87,108673,332.06,227.1
190,2006,12,Uttar Pradesh,Muzaffarnagar,95093,79.29,291.35,201.28,21617,18.02,66.23,45.76,3219,2.68,9.86,6.81,119929,367.44,253.85
190,2007,12,Uttar Pradesh,Muzaffarnagar,71458,77.72,218.58,151.7,18182,19.77,55.62,38.6,2308,2.51,7.06,4.9,91948,281.26,195.2
190,2008,12,Uttar Pradesh,Muzaffarnagar,74134,76.03,225.98,152.11,20263,20.78,61.77,41.58,3108,3.19,9.47,6.38,97505,297.22,200.06
190,2009,12,Uttar Pradesh,Muzaffarnagar,74415,72.82,227.64,149.95,23283,22.79,71.22,46.92,4487,4.39,13.73,9.04,102185,312.59,205.91
190,2010,12,Uttar Pradesh,Muzaffarnagar,48782,75.3,150.08,98.5,13579,20.96,41.78,27.42,2420,3.74,7.45,4.89,64781,199.31,130.81
190,2011,12,Uttar Pradesh,Muzaffarnagar,63956,78.5,197.92,128.76,14758,18.11,45.67,29.71,2763,3.39,8.55,5.56,81477,252.14,164.03
190,2012,12,Uttar Pradesh,Muzaffarnagar,93392,75.94,288.03,189.23,27430,22.3,84.6,55.58,2164,1.76,6.67,4.38,122986,379.31,249.19
190,2013,12,Uttar Pradesh,Muzaffarnagar,74360,77,230.81,155.31,19553,20.25,60.69,40.84,2660,2.75,8.26,5.56,96573,299.76,201.71
190,2014,12,Uttar Pradesh,Muzaffarnagar,79620,74.04,248.44,166.56,23139,21.52,72.2,48.4,4774,4.44,14.9,9.99,107532,335.53,224.94
190,2015,12,Uttar Pradesh,Muzaffarnagar,72469,69.19,225.33,147.3,27188,25.96,84.54,55.26,5083,4.85,15.8,10.33,104740,325.67,212.89
190,2016,12,Uttar Pradesh,Muzaffarnagar,72632,67.69,225.84,147.63,28763,26.8,89.43,58.46,5913,5.51,18.39,12.02,107308,333.66,218.11
190,2017,12,Uttar Pradesh,Muzaffarnagar,61628,70.01,-1,-1,22361,25.4,-1,-1,4033,4.58,-1,-1,88023,-1,-1
191,2000,12,Uttar Pradesh,Meerut,105325,78.27,197.92,132.21,26198,19.47,49.23,32.88,3043,2.26,5.72,3.82,134566,252.87,168.91
191,2001,12,Uttar Pradesh,Meerut,116288,76.33,217.95,147.22,31992,21,59.96,40.5,4069,2.67,7.63,5.15,152348,285.54,192.88
191,2002,12,Uttar Pradesh,Meerut,118077,77.16,225.66,157.39,28338,18.52,54.16,37.77,6614,4.32,12.64,8.82,153029,292.46,203.98
191,2003,12,Uttar Pradesh,Meerut,110429,73.92,213.32,140.47,32039,21.45,61.89,40.76,6928,4.64,13.38,8.81,149396,288.59,190.04
191,2004,12,Uttar Pradesh,Meerut,111172,74.56,215.7,145.13,29754,19.96,57.73,38.84,8169,5.48,15.85,10.66,149095,289.28,194.64
191,2005,12,Uttar Pradesh,Meerut,113137,72.89,219.1,148.71,32971,21.24,63.85,43.34,9098,5.86,17.62,11.96,155207,300.57,204
191,2006,12,Uttar Pradesh,Meerut,126271,74.45,259.78,166.95,36216,21.35,74.51,47.88,7129,4.2,14.67,9.43,169616,348.95,224.26
191,2007,12,Uttar Pradesh,Meerut,114741,70.81,236.53,152.32,38957,24.04,80.31,51.71,8342,5.15,17.2,11.07,162040,334.03,215.1
191,2008,12,Uttar Pradesh,Meerut,120443,69.4,251.14,160.16,42059,24.23,87.7,55.93,11046,6.36,23.03,14.69,173548,361.87,230.78
191,2009,12,Uttar Pradesh,Meerut,121025,64.68,255.07,161.48,48659,26,102.55,64.92,17445,9.32,36.77,23.28,187125,394.39,249.67
191,2010,12,Uttar Pradesh,Meerut,112767,67.74,241.43,153.96,41869,25.15,89.64,57.16,11830,7.11,25.33,16.15,166465,356.39,227.28
191,2011,12,Uttar Pradesh,Meerut,138437,71.34,299.51,189.69,47329,24.39,102.4,64.85,8288,4.27,17.93,11.36,194055,419.84,265.9
191,2012,12,Uttar Pradesh,Meerut,135102,72.44,294.64,187.24,45762,24.54,99.8,63.42,5641,3.02,12.3,7.82,186504,406.74,258.48
191,2013,12,Uttar Pradesh,Meerut,94286,76.74,208.37,133.2,25169,20.49,55.62,35.56,3409,2.77,7.53,4.82,122864,271.52,173.58
191,2014,12,Uttar Pradesh,Meerut,101265,73.95,220.12,140.76,29551,21.58,64.23,41.08,6129,4.48,13.32,8.52,136944,297.67,190.35
191,2015,12,Uttar Pradesh,Meerut,91158,69.14,201.42,125,34226,25.96,75.63,46.93,6471,4.91,14.3,8.87,131854,291.34,180.81
191,2016,12,Uttar Pradesh,Meerut,92393,67.59,204.01,126.55,36833,26.95,81.33,50.45,7471,5.47,16.5,10.23,136697,301.84,187.23
191,2017,12,Uttar Pradesh,Meerut,126304,71.45,-1,-1,42423,24,-1,-1,8036,4.55,-1,-1,176763,-1,-1
192,2000,12,Uttar Pradesh,Buland Shahar,68424,78.66,196.41,118.72,16719,19.22,47.99,29.01,1847,2.12,5.3,3.21,86990,249.7,150.93
192,2001,12,Uttar Pradesh,Buland Shahar,78043,78.96,223.54,138.19,18712,18.93,53.6,33.13,2086,2.11,5.98,3.69,98842,283.12,175.02
192,2002,12,Uttar Pradesh,Buland Shahar,68939,77.82,192.45,120.92,17148,19.36,47.87,30.08,2499,2.82,6.98,4.38,88586,247.29,155.38
192,2003,12,Uttar Pradesh,Buland Shahar,73467,76.78,207.31,123.72,18696,19.54,52.76,31.48,3528,3.69,9.96,5.94,95691,270.02,161.15
192,2004,12,Uttar Pradesh,Buland Shahar,73939,76.72,207.31,125.56,18271,18.96,51.23,31.03,4168,4.32,11.68,7.08,96378,270.22,163.66
192,2005,12,Uttar Pradesh,Buland Shahar,75311,75.2,211.5,128.65,20212,20.18,56.76,34.53,4629,4.62,13,7.91,100151,281.27,171.08
192,2006,12,Uttar Pradesh,Buland Shahar,84491,77.19,243.21,144.22,21182,19.35,60.97,36.16,3783,3.46,10.89,6.46,109455,315.07,186.83
192,2007,12,Uttar Pradesh,Buland Shahar,76597,72.45,220.53,130.2,25724,24.33,74.06,43.73,3399,3.21,9.79,5.78,105720,304.38,179.7
192,2008,12,Uttar Pradesh,Buland Shahar,80213,71.31,230.27,137.09,27673,24.6,79.44,47.3,4600,4.09,13.21,7.86,112486,322.92,192.25
192,2009,12,Uttar Pradesh,Buland Shahar,80683,67.69,232.45,136.02,32040,26.88,92.31,54.02,6477,5.43,18.66,10.92,119200,343.42,200.96
192,2010,12,Uttar Pradesh,Buland Shahar,88781,71.7,258.18,149.58,28422,22.95,82.65,47.89,6625,5.35,19.27,11.16,123829,360.1,208.63
192,2011,12,Uttar Pradesh,Buland Shahar,73526,74.86,213.17,124.05,21270,21.66,61.67,35.89,3425,3.49,9.93,5.78,98220,284.77,165.71
192,2012,12,Uttar Pradesh,Buland Shahar,84939,73.45,248.69,143.73,27160,23.49,79.52,45.96,3540,3.06,10.37,5.99,115640,338.57,195.69
192,2013,12,Uttar Pradesh,Buland Shahar,61080,77.13,178.85,102.99,15939,20.13,46.67,26.88,2174,2.75,6.37,3.67,79193,231.88,133.53
192,2014,12,Uttar Pradesh,Buland Shahar,65301,74.09,189.78,108.49,18937,21.49,55.04,31.46,3896,4.42,11.32,6.47,88134,256.14,146.42
192,2015,12,Uttar Pradesh,Buland Shahar,59762,69.22,175.24,103.47,22413,25.96,65.72,38.8,4167,4.83,12.22,7.21,86342,253.18,149.49
192,2016,12,Uttar Pradesh,Buland Shahar,59565,67.73,174.55,98.27,23510,26.73,68.9,38.79,4864,5.53,14.25,8.02,87939,257.7,145.08
192,2017,12,Uttar Pradesh,Buland Shahar,75318,68.17,-1,-1,29161,26.39,-1,-1,6014,5.44,-1,-1,110492,-1,-1
194,2000,12,Uttar Pradesh,Aligarh,51046,66.23,114.47,68.35,24565,31.87,55.09,32.89,1465,1.9,3.29,1.96,77076,172.84,103.2
194,2001,12,Uttar Pradesh,Aligarh,57606,65.14,128.73,77.86,29724,33.61,66.42,40.18,1108,1.25,2.48,1.5,88438,197.63,119.54
194,2002,12,Uttar Pradesh,Aligarh,57041,66.06,127.01,81.33,27366,31.69,60.94,39.02,1941,2.25,4.32,2.77,86348,192.27,123.11
194,2003,12,Uttar Pradesh,Aligarh,56068,63.79,124.64,76.96,29846,33.96,66.35,40.97,1975,2.25,4.39,2.71,87889,195.38,120.63
194,2004,12,Uttar Pradesh,Aligarh,56379,64.68,125.1,75.26,28395,32.58,63.01,37.9,2392,2.74,5.31,3.19,87166,193.41,116.36
194,2005,12,Uttar Pradesh,Aligarh,57370,62.8,127.38,76.45,31388,34.36,69.69,41.83,2592,2.84,5.75,3.45,91350,202.82,121.74
194,2006,12,Uttar Pradesh,Aligarh,64282,64.57,143.14,85.43,33130,33.28,73.77,44.03,2136,2.15,4.76,2.84,99548,221.67,132.29
194,2007,12,Uttar Pradesh,Aligarh,78718,66.23,174.76,104.47,34219,28.79,75.97,45.42,5921,4.98,13.14,7.86,118858,263.87,157.75
194,2008,12,Uttar Pradesh,Aligarh,82191,65.05,182.05,106.96,35941,28.44,79.61,46.77,8224,6.51,18.22,10.7,126356,279.87,164.44
194,2009,12,Uttar Pradesh,Aligarh,82779,61.53,182.59,108.69,41833,31.09,92.27,54.93,9927,7.38,21.9,13.03,134540,296.76,176.65
194,2010,12,Uttar Pradesh,Aligarh,88509,65.64,195.54,114,35305,26.18,78,45.47,11027,8.18,24.36,14.2,134841,297.91,173.67
194,2011,12,Uttar Pradesh,Aligarh,92771,71.83,204.72,118.84,31062,24.05,68.55,39.79,5317,4.12,11.73,6.81,129150,285,165.44
194,2012,12,Uttar Pradesh,Aligarh,103185,69.57,227.55,130.29,39763,26.81,87.69,50.21,5371,3.62,11.84,6.78,148319,327.08,187.28
194,2013,12,Uttar Pradesh,Aligarh,92571,77.89,204.28,116.44,23086,19.42,50.95,29.04,3195,2.69,7.05,4.02,118852,262.28,149.5
194,2014,12,Uttar Pradesh,Aligarh,98091,74.38,215.8,124.28,28094,21.3,61.81,35.6,5686,4.31,12.51,7.2,131871,290.11,167.08
194,2015,12,Uttar Pradesh,Aligarh,92652,69.37,203.7,112.97,34674,25.96,76.23,42.28,6240,4.67,13.72,7.61,133565,293.64,162.86
194,2016,12,Uttar Pradesh,Aligarh,89400,68.01,196.55,108.85,34603,26.32,76.07,42.13,7445,5.66,16.37,9.06,131449,288.99,160.05
194,2017,12,Uttar Pradesh,Aligarh,147208,68.37,-1,-1,53176,24.7,-1,-1,14941,6.94,-1,-1,215325,-1,-1
195,2000,12,Uttar Pradesh,Mathura,22065,64.62,81.94,51.75,11366,33.29,42.21,26.66,714,2.09,2.65,1.67,34145,126.8,80.08
195,2001,12,Uttar Pradesh,Mathura,26165,64.44,97.04,61.73,14059,34.62,52.14,33.17,381,0.94,1.41,0.9,40605,150.6,95.79
195,2002,12,Uttar Pradesh,Mathura,26562,69.12,98.42,68.57,11267,29.32,41.75,29.09,599,1.56,2.22,1.55,38428,142.39,99.21
195,2003,12,Uttar Pradesh,Mathura,25889,63.86,95.49,63.81,13941,34.39,51.42,34.36,712,1.76,2.63,1.75,40542,149.53,99.93
195,2004,12,Uttar Pradesh,Mathura,26005,64.5,96,65.05,13481,33.44,49.77,33.72,834,2.07,3.08,2.09,40320,148.84,100.86
195,2005,12,Uttar Pradesh,Mathura,26513,62.46,97.82,66.82,14998,35.33,55.34,37.8,940,2.21,3.47,2.37,42451,156.62,106.98
195,2006,12,Uttar Pradesh,Mathura,29785,64.51,110.52,76.13,15510,33.59,57.55,39.64,876,1.9,3.25,2.24,46171,171.33,118.01
195,2007,12,Uttar Pradesh,Mathura,31643,61.4,117.31,80.17,18503,35.9,68.6,46.88,1393,2.7,5.16,3.53,51539,191.07,130.57
195,2008,12,Uttar Pradesh,Mathura,32959,60.65,122.45,82.91,19501,35.88,72.45,49.05,1884,3.47,7,4.74,54344,201.9,136.7
195,2009,12,Uttar Pradesh,Mathura,33230,56.73,123.51,83.19,22682,38.72,84.31,56.78,2662,4.54,9.89,6.66,58574,217.71,146.64
195,2010,12,Uttar Pradesh,Mathura,41482,63.7,154.11,104.67,20185,31,74.99,50.93,3456,5.31,12.84,8.72,65123,241.93,164.32
195,2011,12,Uttar Pradesh,Mathura,42739,62.46,158.69,107.28,24607,35.96,91.36,61.76,1076,1.57,4,2.7,68422,254.05,171.74
195,2012,12,Uttar Pradesh,Mathura,46657,62.02,173.43,116.63,26752,35.56,99.44,66.87,1822,2.42,6.77,4.55,75231,279.64,188.05
195,2013,12,Uttar Pradesh,Mathura,45924,76.85,170.89,115.5,12178,20.38,45.32,30.63,1653,2.77,6.15,4.16,59755,222.35,150.29
195,2014,12,Uttar Pradesh,Mathura,49256,73.99,183.44,121.47,14348,21.55,53.44,35.38,2969,4.46,11.06,7.32,66573,247.93,164.18
195,2015,12,Uttar Pradesh,Mathura,44557,69.16,166.7,110.07,16724,25.96,62.57,41.31,3146,4.88,11.77,7.77,64427,241.03,159.16
195,2016,12,Uttar Pradesh,Mathura,44938,67.63,168.12,110.62,17862,26.88,66.83,43.97,3644,5.48,13.63,8.97,66444,248.58,163.56
195,2017,12,Uttar Pradesh,Mathura,79175,71.11,-1,-1,27861,25.02,-1,-1,4306,3.87,-1,-1,111342,-1,-1
196,2000,12,Uttar Pradesh,Agra,41021,68.11,117.72,81.24,16847,27.97,48.34,33.36,2360,3.92,6.77,4.67,60228,172.83,119.28
196,2001,12,Uttar Pradesh,Agra,45706,68.05,131.02,88.56,19678,29.3,56.41,38.13,1779,2.65,5.1,3.45,67162,192.52,130.14
196,2002,12,Uttar Pradesh,Agra,45505,68.37,131.46,92.75,18730,28.14,54.11,38.18,2319,3.48,6.7,4.73,66554,192.26,135.65
196,2003,12,Uttar Pradesh,Agra,44225,66.84,126.8,87.87,19393,29.31,55.6,38.53,2549,3.85,7.31,5.06,66167,189.72,131.47
196,2004,12,Uttar Pradesh,Agra,44437,66.87,130.01,87.13,18991,28.58,55.56,37.24,3025,4.55,8.85,5.93,66452,194.42,130.3
196,2005,12,Uttar Pradesh,Agra,45370,64.81,132,89.15,21272,30.39,61.89,41.8,3364,4.81,9.79,6.61,70006,203.68,137.55
196,2006,12,Uttar Pradesh,Agra,50832,68.02,147.22,100.01,21278,28.47,61.63,41.86,2623,3.51,7.6,5.16,74732,216.44,147.03
196,2007,12,Uttar Pradesh,Agra,58670,68.92,170.67,114.65,20912,24.57,60.83,40.86,5545,6.51,16.13,10.83,85127,247.63,166.35
196,2008,12,Uttar Pradesh,Agra,61074,66.98,178.05,120.21,22559,24.74,65.77,44.4,7553,8.28,22.02,14.87,91185,265.84,179.47
196,2009,12,Uttar Pradesh,Agra,61573,62.87,180.36,120.9,26104,26.65,76.46,51.26,10263,10.48,30.06,20.15,97939,286.88,192.31
196,2010,12,Uttar Pradesh,Agra,78412,65.72,227.46,149.58,31402,26.32,91.09,59.9,9502,7.96,27.56,18.13,119316,346.12,227.61
196,2011,12,Uttar Pradesh,Agra,65539,64.13,189.23,124.31,33671,32.95,97.22,63.87,2981,2.92,8.61,5.65,102191,295.06,193.84
196,2012,12,Uttar Pradesh,Agra,64355,63.04,185.66,122.7,34026,33.33,98.16,64.87,3709,3.63,10.7,7.07,102090,294.53,194.64
196,2013,12,Uttar Pradesh,Agra,57651,77.09,168.9,111.63,15079,20.16,44.18,29.2,2055,2.75,6.02,3.98,74786,219.1,144.81
196,2014,12,Uttar Pradesh,Agra,61664,74.08,192.01,116.08,17894,21.5,55.72,33.69,3684,4.43,11.47,6.93,83243,259.2,156.7
196,2015,12,Uttar Pradesh,Agra,56342,69.21,176.78,103.72,21132,25.96,66.3,38.9,3935,4.83,12.35,7.24,81410,255.43,149.87
196,2016,12,Uttar Pradesh,Agra,56250,67.72,176.07,103.85,22224,26.76,69.56,41.03,4589,5.53,14.37,8.47,83061,259.99,153.35
196,2017,12,Uttar Pradesh,Agra,136016,65.17,-1,-1,50349,24.13,-1,-1,22334,10.7,-1,-1,208699,-1,-1
197,2000,12,Uttar Pradesh,Mainpuri,46549,68.15,154.12,95.25,20088,29.41,66.51,41.1,1669,2.44,5.53,3.41,68306,226.15,139.77
197,2001,12,Uttar Pradesh,Mainpuri,50436,70.1,161.2,100.33,20376,28.32,65.13,40.53,1141,1.59,3.65,2.27,71954,229.98,143.13
197,2002,12,Uttar Pradesh,Mainpuri,43131,68.12,139.67,93.44,18789,29.68,60.84,40.71,1392,2.2,4.51,3.02,63312,205.02,137.16
197,2003,12,Uttar Pradesh,Mainpuri,48166,68.74,156.89,103.75,19906,28.41,64.84,42.88,2001,2.86,6.52,4.31,70073,228.25,150.93
