Dist Code,Year,State Code,State,District,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
50,2003,1,Andhra Pradesh,S.P.S. Nellore,57120,62.94,111.19,107.08,24789,27.31,48.25,46.47,8851,9.75,17.23,16.59,90759,176.67,170.14
50,2004,1,Andhra Pradesh,S.P.S. Nellore,71787,60.25,127.09,116.89,33195,27.86,58.77,54.05,14173,11.89,25.09,23.08,119155,210.95,194.03
50,2005,1,Andhra Pradesh,S.P.S. Nellore,88088,59.94,155.42,145.25,42944,29.22,75.77,70.81,15927,10.84,28.1,26.26,146959,259.28,242.32
50,2006,1,Andhra Pradesh,S.P.S. Nellore,96646,61.23,179.39,153.19,46031,29.16,85.44,72.96,15167,9.61,28.15,24.04,157844,292.98,250.2
50,2007,1,Andhra Pradesh,S.P.S. Nellore,95465,58.64,161.65,141.64,45005,27.65,76.21,66.78,22320,13.71,37.79,33.12,162789,275.66,241.53
50,2008,1,Andhra Pradesh,S.P.S. Nellore,109573,57.24,189.11,163.45,58795,30.72,101.47,87.7,23050,12.04,39.78,34.38,191418,330.36,285.54
50,2009,1,Andhra Pradesh,S.P.S. Nellore,128098,57.98,221.74,191.94,62958,28.5,108.98,94.33,29880,13.52,51.72,44.77,220937,382.44,331.05
50,2010,1,Andhra Pradesh,S.P.S. Nellore,122014,56.85,193.4,162.59,67599,31.5,107.15,90.08,25000,11.65,39.63,33.31,214613,340.19,285.98
50,2011,1,Andhra Pradesh,S.P.S. Nellore,122392,59.43,204.03,177.27,63681,30.92,106.16,92.23,19876,9.65,33.13,28.79,205950,343.32,298.29
50,2012,1,Andhra Pradesh,S.P.S. Nellore,107719,66.6,180.04,161.41,39579,24.47,66.15,59.31,14452,8.93,24.15,21.66,161749,270.35,242.38
50,2013,1,Andhra Pradesh,S.P.S. Nellore,115042,66.76,199.1,180.9,42869,24.88,74.19,67.41,14404,8.36,24.93,22.65,172316,298.23,270.97
50,2014,1,Andhra Pradesh,S.P.S. Nellore,120361,65.29,215.6,192.72,43670,23.69,78.23,69.92,20326,11.03,36.41,32.55,184357,330.24,295.19
50,2015,1,Andhra Pradesh,S.P.S. Nellore,134193,64.78,202.53,192.7,55401,26.74,83.62,79.56,17564,8.48,26.51,25.22,207158,312.66,297.48
50,2016,1,Andhra Pradesh,S.P.S. Nellore,98019,61.03,192.83,171.39,40405,25.16,79.49,70.65,22180,13.81,43.63,38.78,160604,315.94,280.83
50,2017,1,Andhra Pradesh,S.P.S. Nellore,98386,62.5,177.63,172.22,38207,24.27,68.98,66.88,20817,13.22,37.58,36.44,157410,284.19,275.53
51,2000,1,Andhra Pradesh,Kurnool,86752,55.44,87.17,79.03,53880,34.43,54.14,49.08,15850,10.13,15.93,14.44,156482,157.24,142.54
51,2001,1,Andhra Pradesh,Kurnool,76759,54.97,84.78,76.31,47634,34.11,52.61,47.36,15252,10.92,16.85,15.16,139645,154.24,138.83
51,2002,1,Andhra Pradesh,Kurnool,67269,53.87,72.2,66.6,42302,33.88,45.4,41.88,15295,12.25,16.41,15.14,124866,134.01,123.62
51,2003,1,Andhra Pradesh,Kurnool,65604,51.9,68.36,62.78,44514,35.21,46.38,42.6,16288,12.89,16.97,15.59,126406,131.71,120.97
51,2004,1,Andhra Pradesh,Kurnool,79655,49.88,82.36,75.14,60509,37.89,62.57,57.08,19538,12.23,20.2,18.43,159702,165.13,150.65
51,2005,1,Andhra Pradesh,Kurnool,101845,52.08,103.47,92.97,68049,34.8,69.13,62.12,25654,13.12,26.06,23.42,195549,198.67,178.5
51,2006,1,Andhra Pradesh,Kurnool,92440,51.98,97.39,87.71,66420,37.35,69.97,63.02,18988,10.68,20,18.02,177849,187.37,168.74
51,2007,1,Andhra Pradesh,Kurnool,101963,50.69,102.27,88.99,67063,33.34,67.26,58.53,32119,15.97,32.22,28.03,201146,201.75,175.56
51,2008,1,Andhra Pradesh,Kurnool,112222,48.69,113.32,102.02,82894,35.97,83.7,75.36,35366,15.34,35.71,32.15,230482,232.73,209.54
51,2009,1,Andhra Pradesh,Kurnool,124060,48.44,128.61,112.13,92729,36.21,96.13,83.81,39313,15.35,40.75,35.53,256102,265.49,231.47
51,2010,1,Andhra Pradesh,Kurnool,127189,48.26,127.51,111.47,101451,38.49,101.71,88.92,34935,13.25,35.02,30.62,263575,264.25,231.01
51,2011,1,Andhra Pradesh,Kurnool,132491,51.67,136.27,124.52,101944,39.76,104.85,95.81,21964,8.57,22.59,20.64,256399,263.71,240.97
51,2012,1,Andhra Pradesh,Kurnool,111494,55.84,109.9,101.25,69314,34.72,68.33,62.95,18848,9.44,18.58,17.12,199655,196.81,181.31
51,2013,1,Andhra Pradesh,Kurnool,156097,60.54,154.17,140.39,78792,30.56,77.82,70.86,22938,8.9,22.65,20.63,257827,254.64,231.88
51,2014,1,Andhra Pradesh,Kurnool,161438,58.56,159.84,147.46,88769,32.2,87.89,81.08,25453,9.23,25.2,23.25,275660,272.93,251.79
51,2015,1,Andhra Pradesh,Kurnool,135115,55.17,142.75,133.05,89507,36.55,94.57,88.14,20284,8.28,21.43,19.97,244906,258.75,241.16
51,2016,1,Andhra Pradesh,Kurnool,148706,54.13,154.19,139.61,98002,35.67,101.62,92.01,28006,10.19,29.04,26.29,274714,284.85,257.91
51,2017,1,Andhra Pradesh,Kurnool,140564,57.18,149.88,134.95,80498,32.74,85.83,77.28,24777,10.08,26.42,23.79,245839,262.13,236.01
52,2000,1,Andhra Pradesh,Ananthapur,32955,53.77,31.25,29.88,19773,32.26,18.75,17.93,8562,13.97,8.12,7.76,61290,58.12,55.57
52,2001,1,Andhra Pradesh,Ananthapur,33480,49.92,32.01,30.86,21795,32.5,20.84,20.09,11789,17.58,11.27,10.87,67064,64.11,61.81
52,2002,1,Andhra Pradesh,Ananthapur,32271,47.91,32.01,30.88,21893,32.51,21.72,20.95,13187,19.58,13.08,12.62,67351,66.82,64.45
52,2003,1,Andhra Pradesh,Ananthapur,24689,47.65,25.6,24.64,16157,31.18,16.75,16.13,10965,21.16,11.37,10.94,51811,53.72,51.71
52,2004,1,Andhra Pradesh,Ananthapur,27731,45.1,25.89,24.41,22376,36.39,20.89,19.7,11379,18.51,10.62,10.02,61486,57.4,54.13
52,2005,1,Andhra Pradesh,Ananthapur,34732,44,31.47,29.7,28110,35.61,25.47,24.04,16092,20.39,14.58,13.76,78934,71.52,67.51
52,2006,1,Andhra Pradesh,Ananthapur,32499,46.23,35.2,33.32,23240,33.06,25.17,23.83,14553,20.7,15.76,14.92,70292,76.13,72.06
52,2007,1,Andhra Pradesh,Ananthapur,43442,50.88,39,36.58,24820,29.07,22.28,20.9,17127,20.06,15.38,14.42,85389,76.66,71.89
52,2008,1,Andhra Pradesh,Ananthapur,42782,43.91,39.51,37.08,33703,34.59,31.13,29.21,20948,21.5,19.35,18.16,97433,89.99,84.46
52,2009,1,Andhra Pradesh,Ananthapur,54451,45.59,66,60.47,38611,32.33,46.8,42.88,26363,22.07,31.96,29.27,119425,144.76,132.62
52,2010,1,Andhra Pradesh,Ananthapur,60705,47.02,55.04,51.44,42480,32.91,38.52,36,25911,20.07,23.49,21.96,129096,117.06,109.4
52,2011,1,Andhra Pradesh,Ananthapur,59683,49.46,56.94,53.57,44209,36.63,42.18,39.68,16785,13.91,16.01,15.07,120677,115.13,108.32
52,2012,1,Andhra Pradesh,Ananthapur,52817,58.91,51.79,48.75,28984,32.33,28.42,26.75,7856,8.76,7.7,7.25,89657,87.91,82.75
52,2013,1,Andhra Pradesh,Ananthapur,45723,57.59,44.01,41.33,23115,29.11,22.25,20.89,10558,13.3,10.16,9.54,79396,76.42,71.76
52,2014,1,Andhra Pradesh,Ananthapur,45426,58.64,51.13,48.21,22398,28.91,25.21,23.77,9644,12.45,10.86,10.23,77468,87.2,82.21
52,2015,1,Andhra Pradesh,Ananthapur,47950,55.88,56.4,52.11,26414,30.78,31.07,28.71,11452,13.34,13.47,12.45,85816,100.93,93.26
52,2016,1,Andhra Pradesh,Ananthapur,41983,52.97,46.96,45.66,27600,34.83,30.87,30.02,9669,12.2,10.81,10.52,79252,88.64,86.19
52,2017,1,Andhra Pradesh,Ananthapur,38288,50.06,48.21,45.46,26127,34.16,32.9,31.02,12070,15.78,15.2,14.33,76485,96.3,90.82
53,2000,1,Andhra Pradesh,Kadapa YSR,33607,60.22,83.64,73.64,17323,31.04,43.11,37.96,4881,8.75,12.15,10.7,55811,138.91,122.3
53,2001,1,Andhra Pradesh,Kadapa YSR,31391,57.88,81.54,73.52,18489,34.09,48.02,43.3,4356,8.03,11.31,10.2,54236,140.87,127.02
53,2002,1,Andhra Pradesh,Kadapa YSR,26320,52.85,76.73,62.22,17325,34.79,50.51,40.96,6159,12.37,17.96,14.56,49804,145.2,117.74
53,2003,1,Andhra Pradesh,Kadapa YSR,23265,54.65,62.21,52.78,13909,32.67,37.19,31.55,5397,12.68,14.43,12.24,42571,113.84,96.57
53,2004,1,Andhra Pradesh,Kadapa YSR,26917,53.84,64.22,56.79,16708,33.42,39.86,35.25,6369,12.74,15.2,13.44,49994,119.27,105.48
53,2005,1,Andhra Pradesh,Kadapa YSR,29865,52.9,73.7,59.97,19792,35.06,48.84,39.74,6798,12.04,16.78,13.65,56455,139.32,113.35
53,2006,1,Andhra Pradesh,Kadapa YSR,26408,54.24,84.31,72.34,15511,31.86,49.52,42.49,6764,13.89,21.6,18.53,48683,155.43,133.37
53,2007,1,Andhra Pradesh,Kadapa YSR,31762,50.6,80.94,67.26,17223,27.44,43.89,36.47,13786,21.96,35.13,29.19,62771,159.96,132.92
53,2008,1,Andhra Pradesh,Kadapa YSR,38806,42.09,95.3,76.95,33254,36.07,81.67,65.94,20134,21.84,49.45,39.92,92194,226.42,182.81
53,2009,1,Andhra Pradesh,Kadapa YSR,40257,44.13,107.75,85.19,31737,34.79,84.94,67.16,19223,21.07,51.45,40.68,91216,244.14,193.03
53,2010,1,Andhra Pradesh,Kadapa YSR,44275,45.41,109.78,82.66,35165,36.07,87.19,65.66,18059,18.52,44.78,33.72,97499,241.74,182.04
53,2011,1,Andhra Pradesh,Kadapa YSR,45740,46.74,129.66,105.64,36350,37.15,103.04,83.96,15765,16.11,44.69,36.41,97855,277.4,226.01
53,2012,1,Andhra Pradesh,Kadapa YSR,37797,56.06,106.17,88.91,19341,28.69,54.33,45.5,10279,15.25,28.87,24.18,67417,189.37,158.59
53,2013,1,Andhra Pradesh,Kadapa YSR,46686,60.09,130.81,111.46,23374,30.08,65.49,55.8,7636,9.83,21.4,18.23,77696,217.7,185.49
53,2014,1,Andhra Pradesh,Kadapa YSR,38594,63.35,125.17,108.8,14966,24.57,48.54,42.19,7361,12.08,23.87,20.75,60921,197.58,171.74
53,2015,1,Andhra Pradesh,Kadapa YSR,46126,60.74,135.56,116.23,21317,28.07,62.65,53.71,8500,11.19,24.98,21.42,75943,223.18,191.36
53,2016,1,Andhra Pradesh,Kadapa YSR,45269,57.32,133.76,120.7,24007,30.4,70.93,64.01,9700,12.28,28.66,25.86,78976,233.35,210.58
53,2017,1,Andhra Pradesh,Kadapa YSR,47161,56.1,140.44,127.11,24126,28.7,71.85,65.02,12776,15.2,38.05,34.43,84063,250.34,226.56
54,2000,1,Andhra Pradesh,Chittoor,31299,65.1,72.34,64.96,10288,21.4,23.78,21.35,6488,13.5,15,13.47,48075,111.12,99.78
54,2001,1,Andhra Pradesh,Chittoor,30217,64.49,72.12,64.15,10899,23.26,26.01,23.14,5742,12.25,13.7,12.19,46858,111.83,99.49
54,2002,1,Andhra Pradesh,Chittoor,25330,62.34,78.18,69.78,9377,23.08,28.94,25.83,5927,14.59,18.29,16.33,40634,125.41,111.94
54,2003,1,Andhra Pradesh,Chittoor,21709,59.85,61.73,55.62,8897,24.53,25.3,22.79,5664,15.62,16.11,14.51,36270,103.13,92.92
54,2004,1,Andhra Pradesh,Chittoor,25940,56.91,64.24,58.55,11362,24.93,28.14,25.65,8280,18.17,20.51,18.69,45582,112.88,102.89
54,2005,1,Andhra Pradesh,Chittoor,33641,64.53,81.05,73.52,11105,21.3,26.76,24.27,7387,14.17,17.8,16.14,52133,125.61,113.94
54,2006,1,Andhra Pradesh,Chittoor,30789,64.73,96.62,88.88,10632,22.35,33.36,30.69,6142,12.91,19.27,17.73,47563,149.26,137.31
54,2007,1,Andhra Pradesh,Chittoor,35091,67.47,96.09,85.9,9593,18.45,26.27,23.48,7324,14.08,20.06,17.93,52008,142.42,127.31
54,2008,1,Andhra Pradesh,Chittoor,42063,62.09,107.72,97.51,15928,23.51,40.79,36.92,9758,14.4,24.99,22.62,67749,173.5,157.05
54,2009,1,Andhra Pradesh,Chittoor,46025,60.54,129.41,113.79,18000,23.68,50.61,44.5,11998,15.78,33.73,29.66,76023,213.75,187.95
54,2010,1,Andhra Pradesh,Chittoor,39815,58.76,104.98,90.98,18228,26.9,48.06,41.65,9713,14.34,25.61,22.19,67756,178.65,154.82
54,2011,1,Andhra Pradesh,Chittoor,42879,61.6,120.85,105.01,18170,26.1,51.21,44.5,8562,12.3,24.13,20.97,69611,196.19,170.47
54,2012,1,Andhra Pradesh,Chittoor,35052,65.78,98.76,87.39,12103,22.71,34.1,30.18,6133,11.51,17.28,15.29,53288,150.14,132.86
54,2013,1,Andhra Pradesh,Chittoor,32037,67.01,86.19,76.81,9352,19.56,25.16,22.42,6419,13.43,17.27,15.39,47808,128.61,114.63
54,2014,1,Andhra Pradesh,Chittoor,34854,68.5,103.48,92,10110,19.87,30.02,26.69,5919,11.63,17.57,15.62,50883,151.07,134.31
54,2015,1,Andhra Pradesh,Chittoor,47119,69.8,126.78,109.53,14511,21.5,39.04,33.73,5878,8.71,15.82,13.66,67508,181.64,156.92
54,2016,1,Andhra Pradesh,Chittoor,37118,61.37,103.36,91.83,15772,26.08,43.92,39.02,7591,12.55,21.14,18.78,60481,168.41,149.62
54,2017,1,Andhra Pradesh,Chittoor,43320,63.48,119.69,103,15960,23.39,44.1,37.95,8962,13.13,24.76,21.31,68242,188.55,162.26
55,2000,20,Telangana,Hyderabad,54623,46.95,187.12,167.75,45923,39.47,157.31,141.03,15797,13.58,54.11,48.51,116343,398.54,357.29
55,2001,20,Telangana,Hyderabad,48740,47.19,174.7,161.39,33080,32.03,118.57,109.54,21464,20.78,76.93,71.07,103284,370.19,342
55,2002,20,Telangana,Hyderabad,44783,54.85,179.85,166.48,20337,24.91,81.67,75.6,16525,20.24,66.37,61.43,81645,327.89,303.51
55,2003,20,Telangana,Hyderabad,49487,51.79,184.82,169.87,25349,26.53,94.67,87.01,20722,21.69,77.39,71.13,95558,356.88,328.01
55,2004,20,Telangana,Hyderabad,56149,49.91,235.15,211.44,25255,22.45,105.77,95.1,31102,27.64,130.25,117.12,112506,471.17,423.66
55,2005,20,Telangana,Hyderabad,71171,48.91,290.25,256.03,38934,26.76,158.78,140.06,35405,24.33,144.39,127.37,145510,593.41,523.45
55,2006,20,Telangana,Hyderabad,57954,41.46,285.5,253.37,30927,22.13,152.36,135.21,50902,36.42,250.76,222.54,139783,688.62,611.13
55,2007,20,Telangana,Hyderabad,67655,49.67,328.42,284.4,38113,27.98,185.01,160.21,30436,22.35,147.75,127.94,136204,661.18,572.55
55,2008,20,Telangana,Hyderabad,57893,61.34,288.41,257.67,24691,26.16,123.01,109.89,11799,12.5,58.78,52.51,94383,470.2,420.08
55,2009,20,Telangana,Hyderabad,77743,55.06,384.96,338.37,39141,27.72,193.82,170.36,24302,17.21,120.34,105.77,141186,699.11,614.49
55,2010,20,Telangana,Hyderabad,51967,48.52,220.07,187.42,32325,30.18,136.89,116.58,22820,21.3,96.64,82.3,107112,453.6,386.31
55,2011,20,Telangana,Hyderabad,73717,55.61,314.28,281.28,45382,34.24,193.48,173.16,13454,10.15,57.36,51.34,132553,565.11,505.77
55,2012,20,Telangana,Hyderabad,70227,58.2,272.59,248.35,35199,29.17,136.63,124.48,15234,12.63,59.13,53.87,120660,468.35,426.71
55,2013,20,Telangana,Hyderabad,94673,61.78,371.85,325.77,38488,25.11,151.17,132.44,20093,13.11,78.92,69.14,153254,601.94,527.35
55,2014,20,Telangana,Hyderabad,120239,58.54,524.21,470.97,64120,31.22,279.55,251.16,21038,10.24,91.72,82.41,205397,895.48,804.53
55,2015,20,Telangana,Hyderabad,51065,54.54,244.17,219.28,27441,29.31,131.21,117.83,15115,16.14,72.27,64.9,93621,447.65,402.01
55,2016,20,Telangana,Hyderabad,78158,55.49,234.89,217.19,45889,32.58,137.91,127.52,16815,11.94,50.53,46.73,140862,423.33,391.44
55,2017,20,Telangana,Hyderabad,29965,53.89,81.94,75.98,15280,27.48,41.78,38.74,10357,18.63,28.32,26.26,55602,152.04,140.98
56,2000,20,Telangana,Nizamabad,72747,75.16,278.87,182.22,18994,19.62,72.81,47.58,5049,5.22,19.36,12.65,96790,371.04,242.44
56,2001,20,Telangana,Nizamabad,58773,75.2,236.04,159.28,15137,19.37,60.79,41.02,4244,5.43,17.04,11.5,78154,313.87,211.8
56,2002,20,Telangana,Nizamabad,53436,74.86,256.9,174.63,15353,21.51,73.81,50.17,2588,3.63,12.44,8.46,71377,343.16,233.26
56,2003,20,Telangana,Nizamabad,60059,75.42,292.3,199.67,15766,19.8,76.73,52.42,3804,4.78,18.51,12.65,79629,387.55,264.73
56,2004,20,Telangana,Nizamabad,53768,73.29,260.24,168.47,12842,17.51,62.16,40.24,6749,9.2,32.67,21.15,73359,355.06,229.86
56,2005,20,Telangana,Nizamabad,87770,69.2,354.45,218.05,27384,21.59,110.59,68.03,11684,9.21,47.19,29.03,126838,512.23,315.1
56,2006,20,Telangana,Nizamabad,84838,68.58,332.26,205.72,25262,20.42,98.93,61.26,13601,11,53.27,32.98,123701,484.46,299.95
56,2007,20,Telangana,Nizamabad,82992,66.63,309.28,193.02,26057,20.92,97.1,60.6,15514,12.45,57.81,36.08,124563,464.2,289.71
56,2008,20,Telangana,Nizamabad,92088,61.09,317.14,193.48,38748,25.71,133.44,81.41,19895,13.2,68.52,41.8,150731,519.1,316.7
56,2009,20,Telangana,Nizamabad,80039,60.95,309.44,190.4,32833,25,126.93,78.1,18448,14.05,71.32,43.88,131320,507.69,312.38
56,2010,20,Telangana,Nizamabad,104552,63.24,337.97,199.36,41464,25.08,134.04,79.06,19318,11.68,62.45,36.84,165334,534.46,315.26
56,2011,20,Telangana,Nizamabad,112969,66.12,334.89,200.37,43762,25.61,129.73,77.62,14116,8.26,41.85,25.04,170847,506.47,303.03
56,2012,20,Telangana,Nizamabad,102806,69.3,315.01,192.84,33872,22.83,103.79,63.54,11662,7.86,35.73,21.88,148340,454.53,278.25
56,2013,20,Telangana,Nizamabad,110086,76.07,304.02,181.85,28328,19.57,78.23,46.79,6309,4.36,17.42,10.42,144723,399.68,239.06
56,2014,20,Telangana,Nizamabad,81227,76.69,280.05,180.62,19268,18.19,66.43,42.85,5415,5.11,18.67,12.04,105910,365.16,235.51
56,2015,20,Telangana,Nizamabad,76077,65.22,291.4,214.16,29281,25.1,112.16,82.43,11286,9.68,43.23,31.77,116644,446.79,328.35
56,2016,20,Telangana,Nizamabad,101989,73.37,296.73,174.4,28446,20.46,82.76,48.64,8573,6.17,24.94,14.66,139008,404.43,237.71
56,2017,20,Telangana,Nizamabad,93054,69.29,261.45,168.53,30033,22.36,84.38,54.39,11208,8.35,31.49,20.3,134295,377.33,243.23
57,2000,20,Telangana,Medak,45637,71.62,97.14,81.41,14747,23.14,31.39,26.31,3336,5.24,7.1,5.95,63720,135.62,113.67
57,2001,20,Telangana,Medak,34138,69.87,75.86,63.34,11842,24.24,26.32,21.97,2881,5.9,6.4,5.35,48861,108.58,90.65
57,2002,20,Telangana,Medak,31307,74.46,76.73,61.03,9682,23.03,23.73,18.87,1054,2.51,2.58,2.05,42043,103.05,81.96
57,2003,20,Telangana,Medak,29084,73.43,65.37,51.2,8091,20.43,18.19,14.24,2433,6.14,5.47,4.28,39608,89.03,69.73
57,2004,20,Telangana,Medak,28388,68.82,70.82,57.33,9210,22.33,22.98,18.6,3650,8.85,9.11,7.37,41248,102.91,83.29
57,2005,20,Telangana,Medak,39746,68.37,93.92,75.75,13575,23.35,32.08,25.87,4812,8.28,11.37,9.17,58133,137.38,110.79
57,2006,20,Telangana,Medak,33949,62.71,79.92,63.77,14209,26.25,33.45,26.69,5981,11.05,14.08,11.24,54139,127.45,101.7
57,2007,20,Telangana,Medak,37649,64.93,82.2,70.25,13382,23.08,29.22,24.97,6950,11.99,15.17,12.97,57981,126.59,108.19
57,2008,20,Telangana,Medak,54259,59.55,125.21,99.56,23712,26.02,54.72,43.51,13150,14.43,30.35,24.13,91121,210.28,167.2
57,2009,20,Telangana,Medak,45006,57.75,105.49,81.2,19008,24.39,44.55,34.3,13913,17.85,32.61,25.1,77927,182.66,140.6
57,2010,20,Telangana,Medak,76128,55.2,168.55,124.91,42979,31.17,95.16,70.52,18798,13.63,41.62,30.84,137905,305.32,226.28
57,2011,20,Telangana,Medak,56053,63.55,116.57,93.45,25019,28.37,52.03,41.71,7129,8.08,14.83,11.88,88201,183.43,147.04
57,2012,20,Telangana,Medak,56321,72.45,114.35,90.72,18245,23.47,37.04,29.39,3173,4.08,6.44,5.11,77739,157.83,125.21
57,2013,20,Telangana,Medak,71554,80.09,135.36,109.9,14597,16.34,27.61,22.42,3186,3.57,6.03,4.89,89337,169,137.21
57,2014,20,Telangana,Medak,55797,78.66,118.03,100.97,12098,17.05,25.59,21.89,3043,4.29,6.44,5.51,70938,150.06,128.36
57,2015,20,Telangana,Medak,73585,74.42,161.18,139.06,21154,21.39,46.34,39.98,4143,4.19,9.07,7.83,98882,216.59,186.87
57,2016,20,Telangana,Medak,61773,74.34,111.6,93.46,17797,21.42,32.15,26.93,3521,4.24,6.36,5.33,83091,150.11,125.71
57,2017,20,Telangana,Medak,13194,53.16,24.27,20.66,8958,36.09,16.48,14.02,2670,10.76,4.91,4.18,24822,45.66,38.86
58,2000,20,Telangana,Mahabubnagar,47532,59.1,51.67,47.69,26612,33.09,28.93,26.7,6289,7.82,6.84,6.31,80433,87.43,80.7
58,2001,20,Telangana,Mahabubnagar,35082,59.01,42.58,38.72,19888,33.45,24.14,21.95,4479,7.53,5.44,4.94,59449,72.15,65.62
58,2002,20,Telangana,Mahabubnagar,37045,61.91,49.2,45.57,18865,31.53,25.05,23.2,3930,6.57,5.22,4.83,59840,79.47,73.6
58,2003,20,Telangana,Mahabubnagar,39537,59.51,53.77,49.57,21848,32.88,29.72,27.39,5054,7.61,6.87,6.34,66439,90.36,83.29
58,2004,20,Telangana,Mahabubnagar,30668,54.28,45.02,41.61,21115,37.37,31,28.65,4714,8.34,6.92,6.4,56497,82.94,76.66
58,2005,20,Telangana,Mahabubnagar,52838,56.25,68.04,63.45,32495,34.59,41.84,39.02,8609,9.16,11.09,10.34,93942,120.97,112.81
58,2006,20,Telangana,Mahabubnagar,40678,54.17,56.28,52.48,28634,38.13,39.62,36.94,5782,7.7,8,7.46,75094,103.9,96.88
58,2007,20,Telangana,Mahabubnagar,51049,55.69,66.13,61.67,27922,30.46,36.17,33.73,12701,13.85,16.45,15.34,91672,118.75,110.74
58,2008,20,Telangana,Mahabubnagar,51253,49.57,69.2,63.3,35894,34.72,48.46,44.33,16247,15.71,21.94,20.07,103394,139.6,127.7
58,2009,20,Telangana,Mahabubnagar,64325,54.67,78.58,70.19,38889,33.05,47.51,42.43,14447,12.28,17.65,15.76,117662,143.73,128.38
58,2010,20,Telangana,Mahabubnagar,77259,53.8,92.99,82.67,48593,33.84,58.49,52,17739,12.35,21.35,18.98,143591,172.83,153.66
58,2011,20,Telangana,Mahabubnagar,75158,54.95,87.03,78.03,51401,37.58,59.52,53.36,10208,7.46,11.82,10.6,136767,158.36,141.99
58,2012,20,Telangana,Mahabubnagar,68611,64.29,80.2,72.29,31468,29.49,36.78,33.15,6638,6.22,7.76,6.99,106717,124.74,112.44
58,2013,20,Telangana,Mahabubnagar,92095,63.54,100.82,90.51,43289,29.87,47.39,42.54,9562,6.6,10.47,9.4,144946,158.68,142.45
58,2014,20,Telangana,Mahabubnagar,83514,67.09,96.44,85.37,33352,26.79,38.51,34.09,7619,6.12,8.8,7.79,124485,143.75,127.25
58,2015,20,Telangana,Mahabubnagar,94562,63.2,113.17,104.67,44140,29.5,52.83,48.86,10915,7.3,13.06,12.08,149617,179.06,165.61
58,2016,20,Telangana,Mahabubnagar,90587,68.22,107.39,95.25,37967,28.59,45.01,39.92,4229,3.18,5.01,4.45,132783,157.41,139.62
58,2017,20,Telangana,Mahabubnagar,74046,62.96,83.85,74.02,35010,29.77,39.64,35,8556,7.27,9.69,8.55,117612,133.18,117.57
59,2000,20,Telangana,Nalgonda,83173,64.24,148.46,126.33,37666,29.09,67.23,57.21,8636,6.67,15.42,13.12,129475,231.11,196.66
59,2001,20,Telangana,Nalgonda,68216,65.22,139.22,116.61,29872,28.56,60.96,51.06,6504,6.22,13.27,11.12,104592,213.45,178.79
59,2002,20,Telangana,Nalgonda,44451,65.72,106.6,94.18,18755,27.73,44.98,39.74,4427,6.55,10.62,9.38,67633,162.19,143.29
59,2003,20,Telangana,Nalgonda,55694,63.44,117.55,101.83,24625,28.05,51.98,45.03,7477,8.52,15.78,13.67,87796,185.31,160.53
59,2004,20,Telangana,Nalgonda,66366,57.04,128.35,109.88,35606,30.6,68.86,58.95,14380,12.36,27.81,23.81,116352,225.02,192.65
59,2005,20,Telangana,Nalgonda,96348,59.28,179.01,140.48,51249,31.53,95.22,74.73,14927,9.18,27.73,21.76,162524,301.95,236.97
59,2006,20,Telangana,Nalgonda,97018,62.7,207.53,163.25,47496,30.7,101.6,79.92,10220,6.6,21.86,17.2,154734,330.99,260.37
59,2007,20,Telangana,Nalgonda,102133,58.77,199.77,153.32,50596,29.11,98.97,75.95,21068,12.12,41.21,31.63,173797,339.95,260.9
59,2008,20,Telangana,Nalgonda,113748,56.67,205.49,156.07,59260,29.52,107.05,81.31,27707,13.8,50.05,38.02,200715,362.6,275.4
59,2009,20,Telangana,Nalgonda,109632,54.5,241.67,187.54,64009,31.82,141.1,109.49,27524,13.68,60.67,47.08,201166,443.44,344.11
59,2010,20,Telangana,Nalgonda,141668,59.16,251.89,185.47,74875,31.27,133.13,98.03,22918,9.57,40.75,30,239461,425.78,313.5
59,2011,20,Telangana,Nalgonda,127932,60.49,223.15,181.14,69334,32.78,120.94,98.17,14240,6.73,24.84,20.16,211506,368.93,299.47
59,2012,20,Telangana,Nalgonda,103033,67.09,179.38,150.71,40511,26.38,70.53,59.26,10034,6.53,17.47,14.68,153578,267.39,224.64
59,2013,20,Telangana,Nalgonda,151903,72.41,219.73,172.47,48305,23.03,69.87,54.84,9564,4.56,13.83,10.86,209772,303.44,238.17
59,2014,20,Telangana,Nalgonda,112831,69.75,193.48,154.58,36930,22.83,63.33,50.59,12004,7.42,20.58,16.45,161765,277.39,221.62
59,2015,20,Telangana,Nalgonda,123383,66.19,216.09,184.38,49485,26.55,86.67,73.95,13530,7.26,23.7,20.22,186398,326.45,278.56
59,2016,20,Telangana,Nalgonda,122388,67.41,185.92,147.36,42722,23.53,64.9,51.44,16443,9.06,24.98,19.8,181553,275.8,218.6
